idx	label	count	predict	radiusR	radius_L1	radius_L2	radius_cohen	correct	time
1	8	196035.0	8	0.0	1.02	1.02	1.02	1	0:00:28.269269
2	8	192397.0	8	0.0	1.18	0.893	0.879	1	0:00:25.136420
3	0	190095.0	0	0.0	1.07	0.846	0.817	1	0:00:24.622589
4	6	165321.0	6	0.0	0.744	0.51	0.465	1	0:00:23.938042
5	6	161002.0	6	0.0	0.714	0.466	0.425	1	0:00:23.875840
6	1	89375.0	-1	0.0	0.0	0.0	0.0	0	0:00:17.949298
7	6	107616.0	6	0.0	0.192	0.0556	0.0435	1	0:00:23.912124
8	3	150527.0	3	0.0	0.633	0.375	0.337	1	0:00:23.727142
9	1	0	9	0.0	0.0	0.0	0.0	0	0:00:00.020906
10	0	147262.0	0	0.0	0.602	0.351	0.311	1	0:00:24.066945
11	9	199248.0	9	0.0	1.31	1.32	1.32	1	0:00:28.283420
12	5	78841.0	-1	0.0	0.0	0.0	0.0	0	0:00:17.796575
13	7	199983.0	7	0.0	1.73	1.79	1.79	1	0:00:28.296648
14	9	198208.0	9	0.0	1.17	1.17	1.17	1	0:00:28.232411
15	8	189547.0	8	0.0	1.19	0.813	0.804	1	0:00:25.497818
16	5	172146.0	5	0.0	0.859	0.558	0.536	1	0:00:24.298450
17	7	198211.0	7	0.0	1.17	1.17	1.17	1	0:00:28.240653
18	8	190237.0	8	0.0	1.12	0.839	0.821	1	0:00:24.813020
19	6	196200.0	6	0.0	1.03	1.03	1.03	1	0:00:28.255403
20	7	159545.0	7	0.0	0.743	0.438	0.412	1	0:00:23.927130
21	0	0	2	0.0	0.0	0.0	0.0	0	0:00:00.021103
22	4	0	0	0.0	0.0	0.0	0.0	0	0:00:00.020573
23	9	199761.0	9	0.0	1.48	1.49	1.49	1	0:00:28.306116
24	5	0	4	0.0	0.0	0.0	0.0	0	0:00:00.021192
25	2	184234.0	2	0.0	0.999	0.723	0.7	1	0:00:24.927754
26	4	121433.0	4	0.0	0.38	0.159	0.132	1	0:00:23.680962
27	0	0	7	0.0	0.0	0.0	0.0	0	0:00:00.020924
28	9	160879.0	9	0.0	0.75	0.45	0.424	1	0:00:24.017316
29	6	194124.0	6	0.0	1.3	0.943	0.936	1	0:00:24.839510
30	6	128433.0	6	0.0	0.454	0.205	0.178	1	0:00:23.841563
31	5	0	2	0.0	0.0	0.0	0.0	0	0:00:00.021121
32	4	0	8	0.0	0.0	0.0	0.0	0	0:00:00.020595
33	5	0	3	0.0	0.0	0.0	0.0	0	0:00:00.020565
34	9	199904.0	9	0.0	1.58	1.61	1.61	1	0:00:28.383622
35	2	0	3	0.0	0.0	0.0	0.0	0	0:00:00.021062
36	4	0	7	0.0	0.0	0.0	0.0	0	0:00:00.020566
37	1	0	9	0.0	0.0	0.0	0.0	0	0:00:00.020627
38	9	190072.0	9	0.0	1.13	0.832	0.817	1	0:00:24.857977
39	5	134293.0	5	0.0	0.51	0.245	0.217	1	0:00:23.733860
40	4	147867.0	4	0.0	0.636	0.341	0.316	1	0:00:24.276897
41	6	195904.0	6	0.0	1.01	1.01	1.01	1	0:00:28.314511
42	5	114228.0	5	0.0	0.294	0.1	0.0853	1	0:00:23.879056
43	6	160773.0	6	0.0	0.7	0.471	0.423	1	0:00:23.820250
44	0	0	8	0.0	0.0	0.0	0.0	0	0:00:00.020896
45	9	198513.0	9	0.0	1.2	1.2	1.2	1	0:00:28.340764
46	3	187373.0	3	0.0	1.09	0.772	0.758	1	0:00:25.371275
47	9	0	8	0.0	0.0	0.0	0.0	0	0:00:00.020936
48	7	147794.0	7	0.0	0.655	0.337	0.315	1	0:00:24.340103
49	6	112696.0	6	0.0	0.267	0.0991	0.0755	1	0:00:23.869527
50	9	181838.0	9	0.0	0.971	0.685	0.662	1	0:00:24.861260
51	8	151513.0	8	0.0	0.623	0.393	0.345	1	0:00:23.651607
52	0	0	2	0.0	0.0	0.0	0.0	0	0:00:00.020902
53	3	0	5	0.0	0.0	0.0	0.0	0	0:00:00.020607
54	8	199023.0	8	0.0	1.27	1.27	1.28	1	0:00:28.344101
55	8	175587.0	8	0.0	0.908	0.599	0.577	1	0:00:24.457582
56	7	0	5	0.0	0.0	0.0	0.0	0	0:00:00.020871
57	7	0	1	0.0	0.0	0.0	0.0	0	0:00:00.020630
58	4	0	3	0.0	0.0	0.0	0.0	0	0:00:00.020597
59	6	0	5	0.0	0.0	0.0	0.0	0	0:00:00.020559
60	7	198693.0	7	0.0	1.22	1.22	1.23	1	0:00:28.317125
61	3	159182.0	3	0.0	0.712	0.444	0.409	1	0:00:23.894352
62	6	184941.0	6	0.0	1.04	0.729	0.712	1	0:00:25.088990
63	3	0	9	0.0	0.0	0.0	0.0	0	0:00:00.020854
64	6	171664.0	6	0.0	0.832	0.563	0.531	1	0:00:24.318114
65	2	171076.0	2	0.0	0.791	0.57	0.525	1	0:00:24.153601
66	1	105153.0	1	0.0	0.0276	0.0357	0.028	1	0:00:24.637456
67	2	194542.0	2	0.0	0.951	0.952	0.952	1	0:00:18.471335
68	3	89103.0	-1	0.0	0.0	0.0	0.0	0	0:00:17.996095
69	7	0	9	0.0	0.0	0.0	0.0	0	0:00:00.020763
70	2	0	0	0.0	0.0	0.0	0.0	0	0:00:00.020540
71	6	170751.0	6	0.0	0.803	0.56	0.521	1	0:00:24.376502
72	8	192051.0	8	0.0	1.18	0.882	0.869	1	0:00:24.970642
73	8	199618.0	8	0.0	1.41	1.42	1.42	1	0:00:28.211257
74	0	125127.0	0	0.0	0.406	0.188	0.156	1	0:00:23.560845
75	2	152371.0	2	0.0	0.623	0.405	0.351	1	0:00:23.529407
76	9	91390.0	-1	0.0	0.0	0.0	0.0	0	0:00:17.807456
77	3	131174.0	3	0.0	0.476	0.226	0.196	1	0:00:23.689763
78	3	153848.0	3	0.0	0.627	0.422	0.363	1	0:00:23.491438
79	8	194196.0	8	0.0	1.3	0.945	0.939	1	0:00:24.785853
80	8	198338.0	8	0.0	1.18	1.18	1.18	1	0:00:28.189964
81	1	197821.0	1	0.0	1.13	1.13	1.13	1	0:00:28.211997
82	1	196377.0	1	0.0	1.04	1.04	1.04	1	0:00:28.199784
83	7	150915.0	7	0.0	0.649	0.373	0.34	1	0:00:23.651273
84	2	168687.0	2	0.0	0.813	0.529	0.499	1	0:00:24.198759
85	5	0	7	0.0	0.0	0.0	0.0	0	0:00:00.020901
86	2	170911.0	2	0.0	0.82	0.555	0.523	1	0:00:24.248472
87	7	0	9	0.0	0.0	0.0	0.0	0	0:00:00.021124
88	8	198688.0	8	0.0	1.22	1.22	1.23	1	0:00:28.255053
89	9	181202.0	9	0.0	0.899	0.696	0.652	1	0:00:23.864974
90	0	164694.0	0	0.0	0.81	0.48	0.459	1	0:00:24.293810
91	3	0	2	0.0	0.0	0.0	0.0	0	0:00:00.020885
92	8	199762.0	8	0.0	1.48	1.49	1.49	1	0:00:28.330869
93	6	163171.0	6	0.0	0.782	0.469	0.445	1	0:00:24.218927
94	4	167736.0	4	0.0	0.732	0.555	0.489	1	0:00:23.840259
95	6	0	3	0.0	0.0	0.0	0.0	0	0:00:00.021053
96	6	186646.0	6	0.0	1.03	0.767	0.743	1	0:00:24.395161
97	0	75324.0	-1	0.0	0.0	0.0	0.0	0	0:00:17.901791
98	0	200000.0	0	0.0	1.82	1.98	1.99	1	0:00:28.434716
99	7	198554.0	7	0.0	1.21	1.21	1.21	1	0:00:28.313251
100	4	76397.0	-1	0.0	0.0	0.0	0.0	0	0:00:17.810781
101	5	0	7	0.0	0.0	0.0	0.0	0	0:00:00.020612
102	6	168691.0	6	0.0	0.794	0.534	0.499	1	0:00:24.267837
103	3	194057.0	3	0.0	1.25	0.944	0.934	1	0:00:25.223387
104	1	199879.0	1	0.0	1.56	1.58	1.58	1	0:00:28.265683
105	1	198388.0	1	0.0	1.19	1.19	1.19	1	0:00:28.207900
106	3	0	2	0.0	0.0	0.0	0.0	0	0:00:00.020903
107	6	185664.0	6	0.0	1.02	0.749	0.725	1	0:00:24.260925
108	8	90880.0	-1	0.0	0.0	0.0	0.0	0	0:00:17.832695
109	7	199998.0	7	0.0	1.8	1.92	1.93	1	0:00:28.319504
110	4	0	3	0.0	0.0	0.0	0.0	0	0:00:00.021510
111	0	196682.0	0	0.0	1.05	1.05	1.05	1	0:00:28.253597
112	6	0	2	0.0	0.0	0.0	0.0	0	0:00:00.020939
113	2	153243.0	2	0.0	0.633	0.408	0.358	1	0:00:23.525278
114	1	136432.0	1	0.0	0.551	0.253	0.232	1	0:00:23.849773
115	3	165594.0	3	0.0	0.759	0.507	0.468	1	0:00:23.906423
116	0	189403.0	0	0.0	1.12	0.816	0.801	1	0:00:24.842219
117	4	0	9	0.0	0.0	0.0	0.0	0	0:00:00.020893
118	2	0	3	0.0	0.0	0.0	0.0	0	0:00:00.020540
119	7	0	5	0.0	0.0	0.0	0.0	0	0:00:00.020550
120	8	135527.0	8	0.0	0.507	0.261	0.226	1	0:00:23.719733
121	3	0	4	0.0	0.0	0.0	0.0	0	0:00:00.021150
122	1	184788.0	1	0.0	1.04	0.726	0.71	1	0:00:25.062943
123	2	190244.0	2	0.0	1.13	0.836	0.821	1	0:00:24.866877
124	8	99321.0	-1	0.0	0.0	0.0	0.0	0	0:00:17.898622
125	0	0	6	0.0	0.0	0.0	0.0	0	0:00:00.020654
126	8	0	0	0.0	0.0	0.0	0.0	0	0:00:00.020503
127	3	178349.0	3	0.0	0.889	0.647	0.612	1	0:00:24.552173
128	5	0	3	0.0	0.0	0.0	0.0	0	0:00:00.021122
129	2	0	0	0.0	0.0	0.0	0.0	0	0:00:00.020636
130	4	0	2	0.0	0.0	0.0	0.0	0	0:00:00.020535
131	1	199942.0	1	0.0	1.63	1.66	1.67	1	0:00:28.363381
132	8	170516.0	8	0.0	0.832	0.546	0.518	1	0:00:24.373199
133	9	199991.0	9	0.0	1.76	1.84	1.84	1	0:00:28.331487
134	1	92361.0	-1	0.0	0.0	0.0	0.0	0	0:00:17.828689
135	2	112272.0	2	0.0	0.272	0.0901	0.0729	1	0:00:23.893261
136	9	193256.0	9	0.0	1.27	0.913	0.906	1	0:00:25.027040
137	7	197136.0	7	0.0	1.08	1.08	1.08	1	0:00:28.325860
138	2	195190.0	2	0.0	1.32	0.986	0.979	1	0:00:24.964886
139	9	0	8	0.0	0.0	0.0	0.0	0	0:00:00.020940
140	6	154736.0	6	0.0	0.66	0.411	0.371	1	0:00:23.667210
141	5	199965.0	5	0.0	1.68	1.72	1.72	1	0:00:28.370280
142	6	193661.0	6	0.0	1.28	0.926	0.92	1	0:00:24.911736
143	3	0	5	0.0	0.0	0.0	0.0	0	0:00:00.020870
144	8	198957.0	8	0.0	1.26	1.26	1.26	1	0:00:28.353456
145	7	178612.0	7	0.0	0.922	0.64	0.616	1	0:00:24.729610
146	6	180609.0	6	0.0	0.919	0.677	0.644	1	0:00:24.847673
147	2	0	5	0.0	0.0	0.0	0.0	0	0:00:00.021094
148	5	173238.0	5	0.0	0.907	0.566	0.549	1	0:00:24.565302
149	2	0	5	0.0	0.0	0.0	0.0	0	0:00:00.020943
150	8	192285.0	8	0.0	1.24	0.884	0.876	1	0:00:25.050633
151	9	192181.0	9	0.0	1.23	0.882	0.873	1	0:00:25.145663
152	6	125334.0	6	0.0	0.407	0.19	0.157	1	0:00:23.727948
153	0	196197.0	0	0.0	1.03	1.03	1.03	1	0:00:18.455410
154	0	192643.0	0	0.0	1.27	0.893	0.887	1	0:00:24.986743
155	5	177110.0	5	0.0	0.888	0.627	0.596	1	0:00:24.528552
156	2	188177.0	2	0.0	1.03	0.804	0.774	1	0:00:24.394236
157	9	199772.0	9	0.0	1.48	1.49	1.5	1	0:00:28.341017
158	5	0	3	0.0	0.0	0.0	0.0	0	0:00:00.021098
159	4	163063.0	4	0.0	0.724	0.488	0.444	1	0:00:23.818921
160	2	142428.0	2	0.0	0.582	0.303	0.275	1	0:00:23.950262
161	1	129909.0	1	0.0	0.466	0.215	0.188	1	0:00:23.818220
162	6	0	3	0.0	0.0	0.0	0.0	0	0:00:00.021079
163	6	166603.0	6	0.0	0.772	0.516	0.478	1	0:00:24.159163
164	8	0	9	0.0	0.0	0.0	0.0	0	0:00:00.020825
165	4	0	2	0.0	0.0	0.0	0.0	0	0:00:00.020622
166	8	198629.0	8	0.0	1.21	1.22	1.22	1	0:00:28.286474
167	4	0	6	0.0	0.0	0.0	0.0	0	0:00:00.021327
168	5	0	9	0.0	0.0	0.0	0.0	0	0:00:00.020582
169	0	142246.0	0	0.0	0.566	0.311	0.274	1	0:00:23.797409
170	9	161973.0	9	0.0	0.729	0.471	0.434	1	0:00:23.839167
171	9	100066.0	-1	0.0	0.0	0.0	0.0	0	0:00:17.911184
172	9	0	6	0.0	0.0	0.0	0.0	0	0:00:00.020632
173	8	104136.0	8	0.0	0.102	0.0259	0.0216	1	0:00:24.672997
174	9	191202.0	9	0.0	1.08	0.876	0.845	1	0:00:24.753037
175	9	199906.0	9	0.0	1.59	1.61	1.61	1	0:00:28.348879
176	3	125643.0	3	0.0	0.408	0.195	0.159	1	0:00:23.642009
177	7	171539.0	7	0.0	0.811	0.569	0.53	1	0:00:24.222736
178	5	146789.0	5	0.0	0.57	0.365	0.308	1	0:00:23.304676
179	0	198187.0	0	0.0	1.17	1.17	1.17	1	0:00:28.294596
180	0	194221.0	0	0.0	1.26	0.95	0.94	1	0:00:25.120807
181	5	0	7	0.0	0.0	0.0	0.0	0	0:00:00.020886
182	2	146511.0	2	0.0	0.583	0.354	0.306	1	0:00:23.381029
183	2	135978.0	2	0.0	0.485	0.284	0.229	1	0:00:23.668550
184	3	0	5	0.0	0.0	0.0	0.0	0	0:00:00.021021
185	8	199670.0	8	0.0	1.43	1.44	1.44	1	0:00:28.330156
186	6	153478.0	6	0.0	0.666	0.392	0.36	1	0:00:23.765556
187	3	89194.0	-1	0.0	0.0	0.0	0.0	0	0:00:17.900182
188	4	0	3	0.0	0.0	0.0	0.0	0	0:00:00.020677
189	0	0	8	0.0	0.0	0.0	0.0	0	0:00:00.020522
190	5	152369.0	5	0.0	0.634	0.397	0.351	1	0:00:23.693934
191	8	0	3	0.0	0.0	0.0	0.0	0	0:00:00.020856
192	0	118144.0	0	0.0	0.332	0.135	0.11	1	0:00:23.901717
193	1	192421.0	1	0.0	1.18	0.894	0.88	1	0:00:25.075462
194	7	177901.0	7	0.0	0.908	0.634	0.606	1	0:00:24.539287
195	2	152322.0	2	0.0	0.631	0.396	0.351	1	0:00:23.609385
196	8	195821.0	8	0.0	1.01	1.01	1.01	1	0:00:18.428677
197	8	169264.0	8	0.0	0.769	0.555	0.505	1	0:00:24.089352
198	7	200000.0	7	0.0	1.82	1.98	1.99	1	0:00:28.374645
199	8	104406.0	8	0.0	0.131	0.0303	0.0233	1	0:00:24.084360
200	5	143163.0	5	0.0	0.559	0.325	0.281	1	0:00:23.823953
201	1	0	0	0.0	0.0	0.0	0.0	0	0:00:00.020917
202	8	193023.0	8	0.0	1.2	0.912	0.898	1	0:00:25.198388
203	7	188758.0	7	0.0	1.1	0.803	0.787	1	0:00:24.761441
204	1	199696.0	1	0.0	1.44	1.45	1.45	1	0:00:28.359067
205	3	185314.0	3	0.0	0.948	0.765	0.719	1	0:00:24.133001
206	0	137123.0	0	0.0	0.537	0.264	0.237	1	0:00:23.826183
207	5	157241.0	5	0.0	0.709	0.419	0.392	1	0:00:23.889407
208	7	199888.0	7	0.0	1.57	1.59	1.59	1	0:00:28.373476
209	9	133518.0	9	0.0	0.491	0.246	0.212	1	0:00:23.747215
210	7	0	6	0.0	0.0	0.0	0.0	0	0:00:00.021026
211	4	0	9	0.0	0.0	0.0	0.0	0	0:00:00.020573
212	5	189489.0	5	0.0	1.17	0.812	0.803	1	0:00:25.451479
213	9	0	7	0.0	0.0	0.0	0.0	0	0:00:00.020857
214	8	147808.0	8	0.0	0.602	0.358	0.316	1	0:00:23.628919
215	0	0	2	0.0	0.0	0.0	0.0	0	0:00:00.020836
216	7	199995.0	7	0.0	1.78	1.88	1.88	1	0:00:28.313557
217	9	152586.0	9	0.0	0.675	0.38	0.353	1	0:00:23.853082
218	8	0	0	0.0	0.0	0.0	0.0	0	0:00:00.020954
219	2	100105.0	-1	0.0	0.0	0.0	0.0	0	0:00:17.926282
220	7	199478.0	7	0.0	1.37	1.37	1.37	1	0:00:28.439265
221	6	123234.0	6	0.0	0.4	0.167	0.143	1	0:00:23.631627
222	9	199664.0	9	0.0	1.43	1.44	1.44	1	0:00:28.268426
223	4	98233.0	-1	0.0	0.0	0.0	0.0	0	0:00:17.791673
224	3	0	9	0.0	0.0	0.0	0.0	0	0:00:00.020661
225	9	191674.0	9	0.0	1.31	0.862	0.858	1	0:00:20.221944
226	6	0	4	0.0	0.0	0.0	0.0	0	0:00:00.020827
227	4	0	2	0.0	0.0	0.0	0.0	0	0:00:00.020508
228	7	0	3	0.0	0.0	0.0	0.0	0	0:00:00.020517
229	6	0	3	0.0	0.0	0.0	0.0	0	0:00:00.020552
230	5	195953.0	5	0.0	1.01	1.01	1.01	1	0:00:28.262237
231	1	200000.0	1	0.0	1.82	1.98	1.99	1	0:00:28.246785
232	5	0	3	0.0	0.0	0.0	0.0	0	0:00:00.020905
233	8	0	1	0.0	0.0	0.0	0.0	0	0:00:00.020527
234	8	188039.0	8	0.0	1.01	0.806	0.771	1	0:00:24.238205
235	0	200000.0	0	0.0	1.82	1.98	1.99	1	0:00:28.228276
