idx	label	count	predict	radiusR	radius_L1	radius_L2	radius_cohen	correct	time
1	8	194186.0	8	0.0	0.681	0.471	0.469	1	0:00:19.536854
2	8	198243.0	8	0.0	0.585	0.586	0.587	1	0:00:28.445110
3	0	198610.0	0	0.0	0.606	0.607	0.608	1	0:00:28.486453
4	6	185260.0	6	0.0	0.517	0.369	0.359	1	0:00:25.189476
5	6	197161.0	6	0.0	0.541	0.542	0.542	1	0:00:28.534265
6	1	188043.0	1	0.0	0.565	0.392	0.386	1	0:00:25.660319
7	6	0	2	0.0	0.0	0.0	0.0	0	0:00:00.021041
8	3	169091.0	3	0.0	0.396	0.272	0.252	1	0:00:24.409161
9	1	197796.0	1	0.0	0.565	0.566	0.566	1	0:00:28.546307
10	0	127687.0	0	0.0	0.215	0.106	0.0864	1	0:00:23.898254
11	9	200000.0	9	0.0	0.909	0.989	0.995	1	0:00:28.592010
12	5	109311.0	5	0.0	0.113	0.0347	0.0271	1	0:00:24.189051
13	7	200000.0	7	0.0	0.909	0.989	0.995	1	0:00:28.637914
14	9	199984.0	9	0.0	0.865	0.896	0.898	1	0:00:28.595762
15	8	199993.0	8	0.0	0.884	0.928	0.931	1	0:00:28.588783
16	5	189563.0	5	0.0	0.582	0.408	0.402	1	0:00:25.824885
17	7	199960.0	7	0.0	0.834	0.852	0.854	1	0:00:28.602256
18	8	190669.0	8	0.0	0.584	0.422	0.416	1	0:00:25.193491
19	6	199999.0	6	0.0	0.904	0.973	0.977	1	0:00:28.594780
20	7	98325.0	-1	0.0	0.0	0.0	0.0	0	0:00:18.120642
21	0	192457.0	0	0.0	0.73	0.441	0.44	1	0:00:20.006119
22	4	0	0	0.0	0.0	0.0	0.0	0	0:00:00.020754
23	9	200000.0	9	0.0	0.909	0.989	0.995	1	0:00:28.699979
24	5	0	4	0.0	0.0	0.0	0.0	0	0:00:00.021004
25	2	196384.0	2	0.0	0.518	0.518	0.519	1	0:00:28.536061
26	4	122569.0	4	0.0	0.199	0.0829	0.0695	1	0:00:23.816867
27	0	149883.0	0	0.0	0.332	0.179	0.166	1	0:00:24.473758
28	9	176142.0	9	0.0	0.456	0.304	0.292	1	0:00:24.819419
29	6	200000.0	6	0.0	0.909	0.989	0.995	1	0:00:28.485831
30	6	183123.0	6	0.0	0.483	0.356	0.341	1	0:00:24.923338
31	5	163905.0	5	0.0	0.382	0.243	0.226	1	0:00:24.306826
32	4	94446.0	-1	0.0	0.0	0.0	0.0	0	0:00:17.997326
33	5	0	3	0.0	0.0	0.0	0.0	0	0:00:00.020644
34	9	199999.0	9	0.0	0.904	0.973	0.977	1	0:00:28.591084
35	2	0	1	0.0	0.0	0.0	0.0	0	0:00:00.020869
36	4	0	7	0.0	0.0	0.0	0.0	0	0:00:00.020609
37	1	0	9	0.0	0.0	0.0	0.0	0	0:00:00.020533
38	9	199970.0	9	0.0	0.845	0.867	0.869	1	0:00:28.530916
39	5	194435.0	5	0.0	0.723	0.475	0.474	1	0:00:19.821293
40	4	183216.0	4	0.0	0.521	0.349	0.342	1	0:00:25.335274
41	6	200000.0	6	0.0	0.909	0.989	0.995	1	0:00:28.608735
42	5	183685.0	5	0.0	0.501	0.357	0.346	1	0:00:25.174983
43	6	193485.0	6	0.0	0.58	0.468	0.457	1	0:00:25.300036
44	0	199933.0	0	0.0	0.811	0.824	0.825	1	0:00:28.535326
45	9	199994.0	9	0.0	0.887	0.933	0.936	1	0:00:28.575135
46	3	195460.0	3	0.0	0.749	0.496	0.495	1	0:00:19.952166
47	9	0	3	0.0	0.0	0.0	0.0	0	0:00:00.020819
48	7	165107.0	7	0.0	0.397	0.245	0.232	1	0:00:24.584378
49	6	175617.0	6	0.0	0.432	0.307	0.289	1	0:00:24.713099
50	9	199986.0	9	0.0	0.869	0.902	0.904	1	0:00:28.643235
51	8	146651.0	8	0.0	0.298	0.175	0.153	1	0:00:24.300606
52	0	0	2	0.0	0.0	0.0	0.0	0	0:00:00.020927
53	3	0	5	0.0	0.0	0.0	0.0	0	0:00:00.020546
54	8	199949.0	8	0.0	0.823	0.839	0.841	1	0:00:28.596305
55	8	194751.0	8	0.0	0.7	0.482	0.48	1	0:00:19.702263
56	7	185063.0	7	0.0	0.523	0.366	0.357	1	0:00:25.563933
57	7	0	3	0.0	0.0	0.0	0.0	0	0:00:00.020959
58	4	0	3	0.0	0.0	0.0	0.0	0	0:00:00.020603
59	6	0	3	0.0	0.0	0.0	0.0	0	0:00:00.020575
60	7	199995.0	7	0.0	0.889	0.938	0.942	1	0:00:28.636071
61	3	0	5	0.0	0.0	0.0	0.0	0	0:00:00.020888
62	6	199896.0	6	0.0	0.788	0.798	0.799	1	0:00:28.577323
63	3	0	9	0.0	0.0	0.0	0.0	0	0:00:00.021051
64	6	192470.0	6	0.0	0.607	0.446	0.441	1	0:00:25.390782
65	2	141813.0	2	0.0	0.29	0.151	0.135	1	0:00:24.295070
66	1	159204.0	1	0.0	0.374	0.217	0.204	1	0:00:24.239620
67	2	172176.0	2	0.0	0.401	0.292	0.268	1	0:00:24.447127
68	3	195078.0	3	0.0	0.633	0.493	0.487	1	0:00:25.688548
69	7	182305.0	7	0.0	0.504	0.344	0.334	1	0:00:25.288185
70	2	0	0	0.0	0.0	0.0	0.0	0	0:00:00.020952
71	6	189381.0	6	0.0	0.55	0.41	0.4	1	0:00:25.123314
72	8	199841.0	8	0.0	0.764	0.771	0.772	1	0:00:28.608558
73	8	200000.0	8	0.0	0.909	0.989	0.995	1	0:00:28.583873
74	0	190711.0	0	0.0	0.565	0.425	0.416	1	0:00:25.110914
75	2	199657.0	2	0.0	0.714	0.718	0.719	1	0:00:28.609704
76	9	115143.0	9	0.0	0.16	0.0543	0.0456	1	0:00:24.111949
77	3	184089.0	3	0.0	0.5	0.361	0.349	1	0:00:25.181546
78	3	179527.0	3	0.0	0.448	0.334	0.314	1	0:00:24.740397
79	8	199920.0	8	0.0	0.802	0.813	0.815	1	0:00:28.606649
80	8	199732.0	8	0.0	0.731	0.735	0.736	1	0:00:28.569782
81	1	199944.0	1	0.0	0.819	0.834	0.835	1	0:00:28.604511
82	1	200000.0	1	0.0	0.909	0.989	0.995	1	0:00:28.586746
83	7	190460.0	7	0.0	0.607	0.417	0.413	1	0:00:25.886168
84	2	195168.0	2	0.0	0.672	0.492	0.489	1	0:00:24.978247
85	5	0	7	0.0	0.0	0.0	0.0	0	0:00:00.020913
86	2	192948.0	2	0.0	0.617	0.453	0.448	1	0:00:25.475495
87	7	0	9	0.0	0.0	0.0	0.0	0	0:00:00.021192
88	8	199921.0	8	0.0	0.803	0.814	0.816	1	0:00:28.627547
89	9	199733.0	9	0.0	0.731	0.736	0.737	1	0:00:28.628750
90	0	178689.0	0	0.0	0.481	0.318	0.308	1	0:00:25.030122
91	3	0	2	0.0	0.0	0.0	0.0	0	0:00:00.020997
92	8	199991.0	8	0.0	0.879	0.919	0.922	1	0:00:28.641756
93	6	199483.0	6	0.0	0.685	0.687	0.688	1	0:00:28.589368
94	4	189043.0	4	0.0	0.559	0.404	0.396	1	0:00:25.122554
95	6	92362.0	-1	0.0	0.0	0.0	0.0	0	0:00:18.135421
96	6	199772.0	6	0.0	0.741	0.747	0.748	1	0:00:28.775085
97	0	99090.0	-1	0.0	0.0	0.0	0.0	0	0:00:18.078639
98	0	200000.0	0	0.0	0.909	0.989	0.995	1	0:00:28.649707
99	7	199755.0	7	0.0	0.737	0.742	0.743	1	0:00:28.566375
100	4	0	5	0.0	0.0	0.0	0.0	0	0:00:00.021023
101	5	132501.0	5	0.0	0.236	0.124	0.103	1	0:00:23.874017
102	6	199348.0	6	0.0	0.667	0.67	0.67	1	0:00:28.524905
103	3	199814.0	3	0.0	0.754	0.76	0.761	1	0:00:28.513095
104	1	200000.0	1	0.0	0.909	0.989	0.995	1	0:00:28.518392
105	1	200000.0	1	0.0	0.909	0.989	0.995	1	0:00:28.502370
106	3	0	2	0.0	0.0	0.0	0.0	0	0:00:00.020996
107	6	199826.0	6	0.0	0.758	0.765	0.766	1	0:00:28.552277
108	8	199937.0	8	0.0	0.814	0.827	0.829	1	0:00:28.518162
109	7	200000.0	7	0.0	0.909	0.989	0.995	1	0:00:28.553257
110	4	165186.0	4	0.0	0.373	0.255	0.232	1	0:00:24.043358
111	0	199997.0	0	0.0	0.896	0.952	0.956	1	0:00:28.631797
112	6	170060.0	6	0.0	0.422	0.27	0.257	1	0:00:24.590073
113	2	164657.0	2	0.0	0.366	0.254	0.229	1	0:00:24.070842
114	1	196324.0	1	0.0	0.516	0.517	0.517	1	0:00:28.633835
115	3	199182.0	3	0.0	0.65	0.651	0.652	1	0:00:28.584075
116	0	198859.0	0	0.0	0.623	0.624	0.625	1	0:00:28.564839
117	4	198197.0	4	0.0	0.583	0.584	0.585	1	0:00:28.589306
118	2	90140.0	-1	0.0	0.0	0.0	0.0	0	0:00:18.098619
119	7	0	5	0.0	0.0	0.0	0.0	0	0:00:00.020681
120	8	148913.0	8	0.0	0.306	0.184	0.162	1	0:00:23.955954
121	3	0	4	0.0	0.0	0.0	0.0	0	0:00:00.020867
122	1	199973.0	1	0.0	0.849	0.872	0.874	1	0:00:28.668295
123	2	199984.0	2	0.0	0.865	0.896	0.898	1	0:00:28.556954
124	8	152890.0	8	0.0	0.315	0.205	0.178	1	0:00:23.738963
125	0	0	8	0.0	0.0	0.0	0.0	0	0:00:00.020861
126	8	143296.0	8	0.0	0.284	0.162	0.141	1	0:00:24.038618
127	3	199111.0	3	0.0	0.643	0.645	0.645	1	0:00:28.561203
128	5	0	3	0.0	0.0	0.0	0.0	0	0:00:00.020958
129	2	0	0	0.0	0.0	0.0	0.0	0	0:00:00.020561
130	4	135391.0	4	0.0	0.265	0.123	0.113	1	0:00:24.006427
