idx	label	count	predict	radius_LInf	radius_L2	radius_cohen	correct	time
1	8	3885472.0	8	0.00873242282149309	0.484	0.474	1	0:05:50.137800
2	8	3965465.0	8	0.010807275351393307	0.599	0.594	1	0:05:51.768093
3	0	3972253.0	0	0.011150077073724647	0.618	0.613	1	0:05:51.464498
4	6	3703191.0	6	0.006729739075241575	0.373	0.361	1	0:05:51.310388
5	6	3943868.0	6	0.010247967278115857	0.568	0.548	1	0:05:51.074484
6	1	3758327.0	1	0.007343173736255553	0.395	0.387	1	0:05:56.788258
7	6	0	2	0.0	0.0	0.0	0	0:00:00.021179
8	3	3382097.0	3	0.005232236814530984	0.275	0.254	1	0:05:54.923122
9	1	3957329.0	1	0.010428389237237615	0.578	0.574	1	0:05:51.692888
10	0	2555330.0	0	0.0022191900971976243	0.108	0.0883	1	0:05:56.173075
11	9	4000000.0	9	0.020928947258123935	1.16	1.16	1	0:05:43.997012
12	5	2195145.0	5	0.0006224557589700653	0.039	0.0302	1	0:05:57.139964
13	7	4000000.0	7	0.020928947258123935	1.16	1.16	1	0:05:44.669662
14	9	3999686.0	9	0.016851410981972206	0.934	0.934	1	0:05:45.023344
15	8	3999878.0	8	0.01777156297349317	0.985	0.986	1	0:05:44.981868
16	5	3789732.0	5	0.0078303130258843	0.413	0.404	1	0:05:58.168019
17	7	3999324.0	7	0.016021469970012116	0.888	0.888	1	0:05:44.397845
18	8	3813543.0	8	0.007758144242235597	0.43	0.419	1	0:05:51.015083
19	6	3999966.0	6	0.018944305707784596	1.05	1.05	1	0:05:44.796478
20	7	1965991.0	-1	0.0	0.0	0.0	0	0:05:44.856609
21	0	3845935.0	0	0.008064861572742586	0.447	0.441	1	0:05:50.463175
22	4	0	0	0.0	0.0	0.0	0	0:00:00.021129
23	9	4000000.0	9	0.020928947258123935	1.16	1.16	1	0:05:43.946055
24	5	0	4	0.0	0.0	0.0	0	0:00:00.020766
25	2	3929951.0	2	0.009652574813014058	0.535	0.526	1	0:05:51.814496
26	4	2451389.0	4	0.0016923579765620905	0.0854	0.0712	1	0:05:56.445106
27	0	2998757.0	0	0.0036264813783473374	0.181	0.168	1	0:05:56.225842
28	9	3526369.0	9	0.005863713671457137	0.308	0.295	1	0:05:55.699589
29	6	3999983.0	6	0.019305149626028115	1.07	1.08	1	0:05:43.513184
30	6	3661647.0	6	0.00649519052838329	0.36	0.343	1	0:05:50.468814
31	5	3277474.0	5	0.004763139720814413	0.245	0.228	1	0:05:55.514720
32	4	0	8	0.0	0.0	0.0	0	0:00:00.021244
33	5	0	3	0.0	0.0	0.0	0	0:00:00.020557
34	9	3999990.0	9	0.01966599354427163	1.09	1.09	1	0:05:44.420106
35	2	0	6	0.0	0.0	0.0	0	0:00:00.020700
36	4	0	7	0.0	0.0	0.0	0	0:00:00.020527
37	1	0	9	0.0	0.0	0.0	0	0:00:00.020490
38	9	3999488.0	9	0.016328187300519104	0.905	0.905	1	0:05:44.098202
39	5	3889975.0	5	0.008786549409229617	0.487	0.479	1	0:05:50.841275
40	4	3664427.0	4	0.006549317116119818	0.354	0.344	1	0:05:56.262309
41	6	3999971.0	6	0.018944305707784596	1.05	1.05	1	0:05:44.276642
42	5	3670639.0	5	0.006603443703856345	0.36	0.347	1	0:05:56.696789
43	6	3868800.0	6	0.008660254037844387	0.48	0.459	1	0:05:51.005408
44	0	3998718.0	0	0.015281739937612908	0.847	0.848	1	0:05:43.907300
45	9	3999921.0	9	0.018222617871297565	1.01	1.01	1	0:05:43.928624
46	3	3911673.0	3	0.009273688698858364	0.514	0.502	1	0:05:50.843577
47	9	1546508.0	-1	0.0	0.0	0.0	0	0:05:43.912832
48	7	3306611.0	7	0.004889435092199644	0.249	0.235	1	0:05:55.660594
49	6	3509026.0	6	0.005791544887808434	0.309	0.29	1	0:05:55.592269
50	9	3999697.0	9	0.016887495373796555	0.936	0.936	1	0:05:44.047973
51	8	2933166.0	8	0.0035182282028742825	0.177	0.155	1	0:05:55.695823
52	0	0	2	0.0	0.0	0.0	0	0:00:00.020940
53	3	0	5	0.0	0.0	0.0	0	0:00:00.020625
54	8	3998982.0	8	0.015552372876295545	0.862	0.863	1	0:05:44.449507
55	8	3898285.0	8	0.009021097956087904	0.5	0.487	1	0:05:51.825858
56	7	3699184.0	7	0.006874076642538982	0.369	0.359	1	0:05:57.018824
57	7	0	3	0.0	0.0	0.0	0	0:00:00.021248
58	4	0	3	0.0	0.0	0.0	0	0:00:00.020768
59	6	0	4	0.0	0.0	0.0	0	0:00:00.020756
60	7	3999879.0	7	0.01777156297349317	0.985	0.986	1	0:05:43.641154
61	3	0	5	0.0	0.0	0.0	0	0:00:00.020720
62	6	3997657.0	6	0.014560052101125877	0.807	0.807	1	0:05:44.303582
63	3	0	9	0.0	0.0	0.0	0	0:00:00.020722
64	6	3847022.0	6	0.008191156944127816	0.454	0.442	1	0:05:50.967281
65	2	2836153.0	2	0.0031032576968942384	0.154	0.137	1	0:05:56.033095
66	1	3183104.0	1	0.004564675565780479	0.219	0.206	1	0:05:56.629771
67	2	3440131.0	2	0.005773502691896258	0.295	0.27	1	0:05:55.574798
68	3	3899104.0	3	0.009129351131560957	0.506	0.488	1	0:05:50.635880
69	7	3645931.0	7	0.006423021744734587	0.348	0.337	1	0:05:56.262590
70	2	0	0	0.0	0.0	0.0	0	0:00:00.020975
71	6	3787784.0	6	0.0075235956953773105	0.417	0.403	1	0:05:50.833970
72	8	3996878.0	8	0.01419920818288236	0.787	0.787	1	0:05:44.591668
73	8	3999999.0	8	0.020568103339880416	1.14	1.15	1	0:05:44.342954
74	0	3817028.0	0	0.0078303130258843	0.434	0.421	1	0:05:50.472172
75	2	3993524.0	2	0.013224929603624865	0.733	0.733	1	0:05:44.146542
76	9	2302818.0	9	0.0012070229065245614	0.0567	0.0472	1	0:05:56.933557
77	3	3684287.0	3	0.006765823467065927	0.366	0.352	1	0:05:56.700785
78	3	3590677.0	3	0.006188473197876302	0.338	0.316	1	0:05:56.362146
79	8	3998600.0	8	0.015173486762139853	0.841	0.842	1	0:05:44.338015
80	8	3994837.0	8	0.013531646934131855	0.75	0.75	1	0:05:44.766899
81	1	3999042.0	1	0.015624541659944247	0.866	0.866	1	0:05:44.753448
82	1	4000000.0	1	0.020928947258123935	1.16	1.16	1	0:05:44.449525
83	7	3810726.0	7	0.00774010204632342	0.425	0.417	1	0:05:57.385012
84	2	3901525.0	2	0.009129351131560957	0.506	0.491	1	0:05:50.830708
85	5	0	7	0.0	0.0	0.0	0	0:00:00.021082
86	2	3859773.0	2	0.008335494511425222	0.462	0.452	1	0:05:51.402039
87	7	0	9	0.0	0.0	0.0	0	0:00:00.020825
88	8	3998161.0	8	0.014848727235720687	0.823	0.824	1	0:05:44.362127
89	9	3993921.0	9	0.013315140583185744	0.738	0.738	1	0:05:43.944072
90	0	3571907.0	0	0.006296726373349356	0.321	0.31	1	0:05:55.761307
91	3	0	2	0.0	0.0	0.0	0	0:00:00.021007
92	8	3999819.0	8	0.017392676859337475	0.964	0.965	1	0:05:43.885972
93	6	3990100.0	6	0.012629537138523064	0.7	0.7	1	0:05:44.939094
94	4	3783524.0	4	0.007433384715816432	0.412	0.401	1	0:05:50.042674
95	6	1848840.0	-1	0.0	0.0	0.0	0	0:05:43.929441
96	6	3995798.0	6	0.013802279872814491	0.765	0.765	1	0:05:44.354242
97	0	1982276.0	-1	0.0	0.0	0.0	0	0:05:44.212686
98	0	4000000.0	0	0.020928947258123935	1.16	1.16	1	0:05:44.356113
99	7	3996065.0	7	0.01389249085237537	0.77	0.77	1	0:05:44.743559
100	4	0	5	0.0	0.0	0.0	0	0:00:00.020797
101	5	2651644.0	5	0.0025439496236167886	0.127	0.105	1	0:05:56.223046
102	6	3987535.0	6	0.012286735416191725	0.681	0.682	1	0:05:44.745217
103	3	3996592.0	3	0.01407291281149713	0.78	0.781	1	0:05:44.999944
104	1	3999977.0	1	0.019124727666906354	1.06	1.06	1	0:05:44.997613
105	1	4000000.0	1	0.020928947258123935	1.16	1.16	1	0:05:44.745312
106	3	0	2	0.0	0.0	0.0	0	0:00:00.020864
107	6	3996475.0	6	0.014036828419672777	0.778	0.778	1	0:05:44.847906
108	8	3998808.0	8	0.015371950917173787	0.852	0.852	1	0:05:44.750523
109	7	4000000.0	7	0.020928947258123935	1.16	1.16	1	0:05:45.056967
110	4	3304399.0	4	0.004871392896287468	0.258	0.234	1	0:05:55.701900
111	0	3999905.0	0	0.018006111520351455	0.998	0.999	1	0:05:44.434471
112	6	3396922.0	6	0.005304405598179687	0.271	0.258	1	0:05:55.921235
113	2	3294415.0	2	0.004979646071760523	0.257	0.232	1	0:05:55.000669
114	1	3925974.0	1	0.009490195049804475	0.526	0.52	1	0:05:51.273272
115	3	3982895.0	3	0.01187176491021168	0.658	0.655	1	0:05:44.300373
116	0	3976402.0	0	0.011330499032846407	0.628	0.628	1	0:05:52.202810
117	4	3962944.0	4	0.010717064371832428	0.594	0.587	1	0:05:52.142485
118	2	0	3	0.0	0.0	0.0	0	0:00:00.020874
119	7	0	5	0.0	0.0	0.0	0	0:00:00.020585
120	8	2977234.0	8	0.003734734553820392	0.187	0.164	1	0:05:55.755404
121	3	0	4	0.0	0.0	0.0	0	0:00:00.021253
122	1	3999427.0	1	0.016201891929133874	0.898	0.899	1	0:05:44.319165
123	2	3999609.0	2	0.016616862435113917	0.921	0.921	1	0:05:44.535367
124	8	3060161.0	8	0.003987325296590853	0.208	0.18	1	0:05:55.787436
125	0	0	2	0.0	0.0	0.0	0	0:00:00.020956
126	8	2864998.0	8	0.003247595264191645	0.165	0.142	1	0:05:55.652068
127	3	3982793.0	3	0.011817638322475154	0.655	0.655	1	0:05:44.317581
128	5	0	3	0.0	0.0	0.0	0	0:00:00.020865
129	2	0	0	0.0	0.0	0.0	0	0:00:00.020691
130	4	2709365.0	4	0.0029769623255090083	0.126	0.115	1	0:05:56.151485
131	1	3999890.0	1	0.017861773953054046	0.99	0.991	1	0:05:44.162984
132	8	3887271.0	8	0.00882263380105397	0.489	0.476	1	0:05:51.788831
133	9	4000000.0	9	0.020928947258123935	1.16	1.16	1	0:05:44.449819
134	1	3908698.0	1	0.009147393327473134	0.507	0.499	1	0:05:51.498156
135	2	3650020.0	2	0.00649519052838329	0.352	0.338	1	0:05:56.481011
136	9	3997658.0	9	0.014560052101125877	0.807	0.807	1	0:05:44.571864
137	7	3991615.0	7	0.01286408568538135	0.713	0.713	1	0:05:44.811148
138	2	3892711.0	2	0.008894802584702672	0.493	0.481	1	0:05:51.624694
139	9	0	8	0.0	0.0	0.0	0	0:00:00.021121
140	6	3186118.0	6	0.004420337998483072	0.228	0.207	1	0:05:56.039041
141	5	3998644.0	5	0.01522761334987638	0.844	0.844	1	0:05:44.852709
142	6	3973350.0	6	0.011132034877812473	0.617	0.617	1	0:05:52.078253
143	3	0	7	0.0	0.0	0.0	0	0:00:00.020937
144	8	3968318.0	8	0.01087944413504201	0.603	0.602	1	0:05:51.777954
145	7	2207830.0	7	0.0006441063940646764	0.0435	0.0322	1	0:05:57.072360
146	6	3988355.0	6	0.01239498859166478	0.687	0.687	1	0:05:44.414666
147	2	2214797.0	2	0.0007000372013924213	0.039	0.0333	1	0:05:58.097508
148	5	3681865.0	5	0.006946245426187685	0.36	0.351	1	0:05:57.107217
149	2	3950282.0	2	0.010211882886291506	0.566	0.56	1	0:05:52.112016
150	8	3981061.0	8	0.011673300755177748	0.647	0.647	1	0:05:52.796383
151	9	3806184.0	9	0.007667933262674717	0.425	0.414	1	0:05:50.890461
152	6	3749412.0	6	0.007216878364870323	0.4	0.382	1	0:05:50.872663
153	0	3999106.0	0	0.01569671044359295	0.87	0.871	1	0:05:44.458603
154	0	3985621.0	0	0.012088271261157791	0.67	0.67	1	0:05:53.341404
155	5	3613265.0	5	0.006386937352910235	0.337	0.325	1	0:05:56.827163
156	2	3980652.0	2	0.011637216363353395	0.645	0.645	1	0:05:51.544105
157	9	4000000.0	9	0.020928947258123935	1.16	1.16	1	0:05:44.321047
158	5	1278870.0	-1	0.0	0.0	0.0	0	0:05:44.331377
159	4	3998705.0	4	0.015281739937612908	0.847	0.847	1	0:05:44.223865
160	2	3947301.0	2	0.010103629710818452	0.56	0.554	1	0:05:51.763855
161	1	3895727.0	1	0.008894802584702672	0.493	0.484	1	0:05:51.375643
162	6	2601168.0	6	0.0022913588808463276	0.111	0.096	1	0:05:55.611374
163	6	3205607.0	6	0.004420337998483072	0.228	0.211	1	0:05:55.743764
164	8	0	0	0.0	0.0	0.0	0	0:00:00.020922
165	4	0	2	0.0	0.0	0.0	0	0:00:00.020561
166	8	3999213.0	8	0.015841048010890358	0.878	0.879	1	0:05:43.965441
167	4	1760206.0	-1	0.0	0.0	0.0	0	0:05:44.467156
168	5	0	7	0.0	0.0	0.0	0	0:00:00.020647
169	0	3894690.0	0	0.00907522454382443	0.503	0.483	1	0:05:51.732529
170	9	3993144.0	9	0.013152760819976163	0.729	0.729	1	0:05:44.912632
171	9	0	0	0.0	0.0	0.0	0	0:00:00.020705
172	9	0	0	0.0	0.0	0.0	0	0:00:00.020472
173	8	3599891.0	8	0.0062606419815250045	0.333	0.32	1	0:05:56.313213
174	9	3999954.0	9	0.01858346178954108	1.03	1.03	1	0:05:43.496756
175	9	3999992.0	9	0.01984641550339339	1.1	1.1	1	0:05:44.292974
176	3	3351691.0	3	0.005142025834970104	0.264	0.246	1	0:05:55.244461
177	7	3915676.0	7	0.009345857482507068	0.518	0.507	1	0:05:51.162260
178	5	2535649.0	5	0.0021109369217245694	0.106	0.0851	1	0:05:56.101815
179	0	3998110.0	0	0.014812642843896336	0.821	0.822	1	0:05:44.086932
180	0	3951429.0	0	0.010284051669940208	0.57	0.562	1	0:05:51.820598
181	5	3934330.0	5	0.009706701400750584	0.538	0.532	1	0:05:51.540587
182	2	3552392.0	2	0.005953924651018017	0.316	0.303	1	0:05:55.775534
183	2	3484386.0	2	0.005755460495984082	0.31	0.282	1	0:05:55.152294
184	3	2107843.0	3	0.00029589201295968326	0.0209	0.0164	1	0:05:57.672384
185	8	3999884.0	8	0.017825689561229697	0.988	0.989	1	0:05:43.992981
186	6	3017538.0	6	0.0038429877292934468	0.189	0.172	1	0:05:55.645487
187	3	3112399.0	3	0.0040234096884152045	0.206	0.191	1	0:05:55.809086
188	4	0	5	0.0	0.0	0.0	0	0:00:00.021278
189	0	0	8	0.0	0.0	0.0	0	0:00:00.020706
190	5	1652105.0	-1	0.0	0.0	0.0	0	0:05:44.469246
191	8	3693211.0	8	0.006801907858890279	0.369	0.356	1	0:05:56.973619
192	0	3785871.0	0	0.00761380667493819	0.422	0.402	1	0:05:50.483332
193	1	3981357.0	1	0.011691342951089922	0.648	0.648	1	0:05:51.909948
194	7	3994272.0	7	0.013387309366834448	0.742	0.742	1	0:05:44.700756
195	2	3522158.0	2	0.0059178402591936645	0.314	0.294	1	0:05:56.371526
196	8	3999206.0	8	0.015841048010890358	0.878	0.878	1	0:05:43.603580
197	8	3980171.0	8	0.01161917416744122	0.644	0.643	1	0:05:51.071411
198	7	4000000.0	7	0.020928947258123935	1.16	1.16	1	0:05:44.162398
199	8	2528380.0	8	0.002056810333988042	0.0976	0.0839	1	0:05:56.254951
200	5	3591828.0	5	0.0061704310019641264	0.331	0.317	1	0:06:28.192696
