idx	label	count	predict	radius_LInf	radius_L2	radius_cohen	correct	time
1	8	3307007.0	8	0.019124727666906354	1.01	0.939	1	0:05:57.631094
2	8	3673275.0	8	0.026341606031776675	1.46	1.39	1	0:05:52.130622
3	0	0	8	0.0	0.0	0.0	0	0:00:00.020601
4	6	0	4	0.0	0.0	0.0	0	0:00:00.020443
5	6	3615883.0	6	0.02525907427704613	1.4	1.3	1	0:05:53.087728
6	1	1286922.0	-1	0.0	0.0	0.0	0	0:05:52.884224
7	6	0	4	0.0	0.0	0.0	0	0:00:00.020706
8	3	0	2	0.0	0.0	0.0	0	0:00:00.020467
9	1	0	9	0.0	0.0	0.0	0	0:00:00.020391
10	0	3012018.0	0	0.014271376966531064	0.754	0.682	1	0:05:58.502783
11	9	2853318.0	9	0.012449115179401305	0.648	0.561	1	0:05:57.896442
12	5	0	1	0.0	0.0	0.0	0	0:00:00.021027
13	7	3884012.0	7	0.03482143811049931	1.93	1.89	1	0:05:52.795215
14	9	3534382.0	9	0.02363527664495031	1.26	1.19	1	0:05:58.592417
15	8	2720455.0	8	0.010157756298554978	0.532	0.466	1	0:05:58.004821
16	5	2060945.0	5	0.000649519052838329	0.0436	0.0363	1	0:05:59.123663
17	7	1476179.0	-1	0.0	0.0	0.0	0	0:05:52.931021
18	8	3518068.0	8	0.02363527664495031	1.21	1.17	1	0:05:58.328063
19	6	3181973.0	6	0.01759114101437141	0.866	0.823	1	0:05:57.954686
20	7	1863574.0	-1	0.0	0.0	0.0	0	0:05:52.940564
21	0	2735718.0	0	0.01022992508220368	0.5	0.477	1	0:05:57.804852
22	4	0	0	0.0	0.0	0.0	0	0:00:00.020952
23	9	3538446.0	9	0.02363527664495031	1.31	1.2	1	0:05:52.841572
24	5	0	4	0.0	0.0	0.0	0	0:00:00.020681
25	2	2421755.0	2	0.006386937352910235	0.332	0.265	1	0:05:59.180587
26	4	1831286.0	-1	0.0	0.0	0.0	0	0:05:52.887635
27	0	0	7	0.0	0.0	0.0	0	0:00:00.020592
28	9	3337515.0	9	0.01966599354427163	1.04	0.969	1	0:05:59.205437
29	6	3410526.0	6	0.02128979117636745	1.14	1.05	1	0:05:57.022527
30	6	2443904.0	6	0.007198836168958147	0.343	0.28	1	0:05:57.877031
31	5	0	4	0.0	0.0	0.0	0	0:00:00.020994
32	4	1958298.0	-1	0.0	0.0	0.0	0	0:05:52.877484
33	5	0	3	0.0	0.0	0.0	0	0:00:00.020586
34	9	3913371.0	9	0.03788861141556919	2.1	2.02	1	0:05:53.355621
35	2	0	1	0.0	0.0	0.0	0	0:00:00.020694
36	4	0	6	0.0	0.0	0.0	0	0:00:00.020503
37	1	0	9	0.0	0.0	0.0	0	0:00:00.020489
38	9	1918616.0	-1	0.0	0.0	0.0	0	0:05:53.048133
39	5	0	8	0.0	0.0	0.0	0	0:00:00.020605
40	4	0	0	0.0	0.0	0.0	0	0:00:00.020436
41	6	3420147.0	6	0.021109369217245693	1.12	1.06	1	0:05:57.819612
42	5	0	3	0.0	0.0	0.0	0	0:00:00.020956
43	6	0	4	0.0	0.0	0.0	0	0:00:00.020494
44	0	2369852.0	0	0.0056652495164232035	0.287	0.232	1	0:05:58.433924
45	9	3248775.0	9	0.018222617871297565	0.937	0.884	1	0:05:58.162602
46	3	0	5	0.0	0.0	0.0	0	0:00:00.020962
47	9	0	8	0.0	0.0	0.0	0	0:00:00.020466
48	7	0	4	0.0	0.0	0.0	0	0:00:00.020444
49	6	1686686.0	-1	0.0	0.0	0.0	0	0:05:52.275734
50	9	3899413.0	9	0.036084391824351615	2.0	1.95	1	0:05:52.599019
51	8	2431259.0	8	0.006296726373349356	0.338	0.272	1	0:05:58.439931
52	0	0	6	0.0	0.0	0.0	0	0:00:00.020978
53	3	1192054.0	-1	0.0	0.0	0.0	0	0:05:52.977499
54	8	3885992.0	8	0.03518228202874282	1.95	1.9	1	0:05:53.248826
55	8	3442227.0	8	0.022011479012854482	1.14	1.08	1	0:05:57.555920
56	7	2604519.0	7	0.008750465017405265	0.422	0.386	1	0:05:57.931612
57	7	0	1	0.0	0.0	0.0	0	0:00:00.020759
58	4	0	2	0.0	0.0	0.0	0	0:00:00.020469
59	6	0	4	0.0	0.0	0.0	0	0:00:00.020450
60	7	3028250.0	7	0.01488481162754504	0.743	0.695	1	0:05:58.775358
61	3	2573035.0	3	0.008479832078722629	0.446	0.365	1	0:05:57.641704
62	6	0	1	0.0	0.0	0.0	0	0:00:00.020998
63	3	0	9	0.0	0.0	0.0	0	0:00:00.020471
64	6	2711856.0	6	0.010699022175920253	0.555	0.46	1	0:05:57.214777
65	2	0	4	0.0	0.0	0.0	0	0:00:00.021353
66	1	0	8	0.0	0.0	0.0	0	0:00:00.020457
67	2	0	0	0.0	0.0	0.0	0	0:00:00.020442
68	3	2008965.0	3	6.188473197876301e-05	0.00496	0.00368	1	0:06:00.059106
69	7	0	9	0.0	0.0	0.0	0	0:00:00.021103
70	2	0	0	0.0	0.0	0.0	0	0:00:00.020469
71	6	2458739.0	6	0.007487511303552959	0.394	0.29	1	0:05:58.751547
72	8	3580228.0	8	0.023996120563193824	1.32	1.25	1	0:05:57.970671
73	8	3725960.0	8	0.027965403663872502	1.55	1.48	1	0:05:52.361830
74	0	0	9	0.0	0.0	0.0	0	0:00:00.020655
75	2	0	6	0.0	0.0	0.0	0	0:00:00.020521
76	9	2140229.0	9	0.0015480204092646842	0.115	0.086	1	0:05:59.730415
77	3	2497459.0	3	0.007938566201357355	0.417	0.315	1	0:05:58.644498
78	3	2085666.0	3	0.000929173089477054	0.0648	0.0518	1	0:05:59.211096
79	8	3419491.0	8	0.021650635094610966	1.18	1.06	1	0:05:57.465379
80	8	3522534.0	8	0.023094010767585032	1.26	1.18	1	0:05:58.561435
81	1	3657943.0	1	0.02598076211353316	1.43	1.37	1	0:05:58.566823
82	1	3113342.0	1	0.016833368786060027	0.789	0.764	1	0:05:58.203672
83	7	1769100.0	-1	0.0	0.0	0.0	0	0:05:52.875858
84	2	3373508.0	2	0.02038768138075866	1.09	1.01	1	0:05:57.473853
85	5	0	7	0.0	0.0	0.0	0	0:00:00.021006
86	2	0	8	0.0	0.0	0.0	0	0:00:00.020430
87	7	0	8	0.0	0.0	0.0	0	0:00:00.020408
88	8	3718222.0	8	0.027965403663872502	1.55	1.47	1	0:05:51.687154
89	9	2089397.0	9	0.000972474359666276	0.0813	0.0541	1	0:05:59.115052
90	0	2337854.0	0	0.0051239836390579285	0.254	0.211	1	0:05:59.040547
91	3	0	6	0.0	0.0	0.0	0	0:00:00.021099
92	8	3688698.0	8	0.027243715827385467	1.48	1.42	1	0:05:58.292524
93	6	1705426.0	-1	0.0	0.0	0.0	0	0:05:52.692346
94	4	2208802.0	4	0.0025800340154411403	0.183	0.129	1	0:05:58.703499
95	6	1616469.0	-1	0.0	0.0	0.0	0	0:05:52.157722
96	6	2064446.0	6	0.0006892118838451157	0.0501	0.0385	1	0:05:59.743832
97	0	1821873.0	-1	0.0	0.0	0.0	0	0:05:52.474294
98	0	3999971.0	0	0.07595764479026014	4.21	4.22	1	0:05:52.987369
99	7	1912354.0	-1	0.0	0.0	0.0	0	0:05:53.160588
100	4	1363019.0	-1	0.0	0.0	0.0	0	0:05:52.940651
101	5	0	7	0.0	0.0	0.0	0	0:00:00.020710
102	6	2264860.0	6	0.0041497050598004355	0.191	0.165	1	0:05:58.816254
103	3	3841300.0	3	0.03247595264191645	1.8	1.75	1	0:05:52.966074
104	1	3871643.0	1	0.03409975027401227	1.89	1.85	1	0:05:52.854396
105	1	3976251.0	1	0.04528591173956127	2.51	2.51	1	0:05:52.429528
106	3	0	0	0.0	0.0	0.0	0	0:00:00.020736
107	6	3366403.0	6	0.020568103339880416	1.11	0.999	1	0:05:57.674837
108	8	2529339.0	8	0.0075235956953773105	0.384	0.336	1	0:05:57.950987
109	7	0	5	0.0	0.0	0.0	0	0:00:00.020916
110	4	1701670.0	-1	0.0	0.0	0.0	0	0:05:52.859406
111	0	3741593.0	0	0.02778498170475074	1.54	1.51	1	0:05:52.653834
112	6	3091740.0	6	0.0156606260517686	0.802	0.746	1	0:05:58.139461
113	2	2697836.0	2	0.010374262649501087	0.527	0.45	1	0:05:57.890918
114	1	1927443.0	-1	0.0	0.0	0.0	0	0:05:52.526971
115	3	2004454.0	3	1.0879444135042012e-05	0.000992	0.000854	1	0:06:00.285627
116	0	3220358.0	0	0.0173746346634253	0.907	0.858	1	0:05:58.542578
117	4	0	9	0.0	0.0	0.0	0	0:00:00.020916
118	2	1682819.0	-1	0.0	0.0	0.0	0	0:05:52.084806
119	7	0	5	0.0	0.0	0.0	0	0:00:00.020668
120	8	3319224.0	8	0.01984641550339339	1.04	0.951	1	0:05:58.043233
121	3	0	4	0.0	0.0	0.0	0	0:00:00.020976
122	1	2290110.0	1	0.004438380194395249	0.209	0.181	1	0:05:58.886594
123	2	2731970.0	2	0.010915528526866362	0.532	0.474	1	0:05:58.465591
124	8	2148177.0	8	0.0016959664157445258	0.109	0.0911	1	0:05:59.298957
125	0	0	6	0.0	0.0	0.0	0	0:00:00.021256
126	8	1680215.0	-1	0.0	0.0	0.0	0	0:05:52.846516
127	3	1749738.0	-1	0.0	0.0	0.0	0	0:05:53.009081
128	5	0	3	0.0	0.0	0.0	0	0:00:00.020613
129	2	1146341.0	-1	0.0	0.0	0.0	0	0:05:52.190232
130	4	0	2	0.0	0.0	0.0	0	0:00:00.020612
131	1	3103484.0	1	0.01587713240271471	0.798	0.756	1	0:05:57.684000
132	8	0	9	0.0	0.0	0.0	0	0:00:00.021011
133	9	3940279.0	9	0.03933198708854326	2.18	2.17	1	0:05:52.568821
134	1	0	3	0.0	0.0	0.0	0	0:00:00.020662
135	2	0	3	0.0	0.0	0.0	0	0:00:00.020455
136	9	3543805.0	9	0.023454854685828547	1.24	1.2	1	0:05:58.669200
137	7	2735925.0	7	0.010482515824974142	0.548	0.477	1	0:05:57.915396
138	2	1750782.0	-1	0.0	0.0	0.0	0	0:05:51.945728
139	9	0	8	0.0	0.0	0.0	0	0:00:00.020583
140	6	0	2	0.0	0.0	0.0	0	0:00:00.020486
141	5	2943431.0	5	0.013856406460551019	0.701	0.629	1	0:05:58.705962
142	6	3418017.0	6	0.022011479012854482	1.12	1.05	1	0:05:57.814505
143	3	0	5	0.0	0.0	0.0	0	0:00:00.020934
144	8	3561373.0	8	0.02363527664495031	1.3	1.23	1	0:05:57.399472
145	7	2243782.0	7	0.0033197640478403482	0.186	0.151	1	0:05:58.745172
146	6	3211698.0	6	0.018042195912175808	0.946	0.85	1	0:05:57.844182
147	2	0	5	0.0	0.0	0.0	0	0:00:00.020886
148	5	2417887.0	5	0.0056652495164232035	0.288	0.263	1	0:05:59.141882
149	2	0	3	0.0	0.0	0.0	0	0:00:00.021004
150	8	3636179.0	8	0.02525907427704613	1.4	1.33	1	0:05:52.154059
151	9	3752905.0	9	0.02886751345948129	1.6	1.54	1	0:05:51.731355
152	6	901209.0	-1	0.0	0.0	0.0	0	0:05:52.054386
153	0	2552760.0	0	0.008335494511425222	0.428	0.352	1	0:05:58.418802
154	0	2702058.0	0	0.009544321637541002	0.482	0.453	1	0:05:57.951395
155	5	0	6	0.0	0.0	0.0	0	0:00:00.020993
156	2	2980332.0	2	0.014343545750179766	0.729	0.657	1	0:05:58.240579
157	9	2663152.0	9	0.009399984070243596	0.473	0.426	1	0:05:58.288728
158	5	0	3	0.0	0.0	0.0	0	0:00:00.021044
159	4	0	0	0.0	0.0	0.0	0	0:00:00.020462
160	2	0	0	0.0	0.0	0.0	0	0:00:00.020419
161	1	1535953.0	-1	0.0	0.0	0.0	0	0:05:52.619168
162	6	0	1	0.0	0.0	0.0	0	0:00:00.020579
163	6	0	4	0.0	0.0	0.0	0	0:00:00.020445
164	8	0	9	0.0	0.0	0.0	0	0:00:00.020450
165	4	0	7	0.0	0.0	0.0	0	0:00:00.020450
166	8	3924607.0	8	0.03861029925205623	2.14	2.07	1	0:05:52.209841
167	4	0	6	0.0	0.0	0.0	0	0:00:00.020674
168	5	0	9	0.0	0.0	0.0	0	0:00:00.020473
169	0	3014164.0	0	0.0145420099052137	0.756	0.684	1	0:05:57.658281
170	9	1660317.0	-1	0.0	0.0	0.0	0	0:05:51.675134
171	9	0	7	0.0	0.0	0.0	0	0:00:00.020615
172	9	0	6	0.0	0.0	0.0	0	0:00:00.020463
173	8	2414971.0	8	0.006242599785612829	0.303	0.261	1	0:05:58.182763
174	9	2779457.0	9	0.011835680518387329	0.615	0.508	1	0:05:58.398541
175	9	3991421.0	9	0.05123983639057929	2.84	2.85	1	0:05:52.422638
176	3	0	0	0.0	0.0	0.0	0	0:00:00.020703
177	7	0	6	0.0	0.0	0.0	0	0:00:00.020463
178	5	0	3	0.0	0.0	0.0	0	0:00:00.020447
179	0	2617764.0	0	0.00938194187433142	0.486	0.395	1	0:05:58.822511
180	0	3144103.0	0	0.01686945317788438	0.862	0.791	1	0:05:57.961432
181	5	0	0	0.0	0.0	0.0	0	0:00:00.021052
182	2	0	6	0.0	0.0	0.0	0	0:00:00.020466
183	2	1840785.0	-1	0.0	0.0	0.0	0	0:05:52.473422
