idx	label	count	predict	radiusR	radius_L1	radius_L2	radius_cohen	correct	time
100	2	1249951.0	2	1.92	1.8	1.92	1.92	1	0:17:21.953423
200	4	0	130	0.0	0.0	0.0	0.0	0	0:00:00.093189
300	6	1153777.0	6	0.827	0.956	0.756	0.71	1	0:17:31.258034
400	8	1248956.0	8	1.56	1.54	1.56	1.56	1	0:17:18.028330
500	10	1250000.0	10	2.19	1.85	2.19	2.2	1	0:17:17.541681
600	12	448560.0	-1	0.0	0.0	0.0	0.0	0	0:17:07.833382
700	14	1250000.0	14	2.19	1.85	2.19	2.2	1	0:17:18.599617
800	16	1220916.0	16	1.03	0.99	0.991	0.991	1	0:17:38.075969
900	18	547998.0	-1	0.0	0.0	0.0	0.0	0	0:17:07.551525
1000	20	1249565.0	20	1.67	1.64	1.67	1.68	1	0:17:18.511371
1100	22	0	21	0.0	0.0	0.0	0.0	0	0:00:00.093101
1200	24	1250000.0	24	2.19	1.85	2.19	2.2	1	0:17:18.424016
1300	26	588071.0	-1	0.0	0.0	0.0	0.0	0	0:17:07.486436
1400	28	0	123	0.0	0.0	0.0	0.0	0	0:00:00.086167
1500	30	1237002.0	30	1.15	1.15	1.15	1.15	1	0:17:19.061831
1600	32	0	103	0.0	0.0	0.0	0.0	0	0:00:00.093115
1700	34	0	336	0.0	0.0	0.0	0.0	0	0:00:00.090215
1800	36	0	35	0.0	0.0	0.0	0.0	0	0:00:00.087916
1900	38	0	44	0.0	0.0	0.0	0.0	0	0:00:00.085385
2000	40	0	46	0.0	0.0	0.0	0.0	0	0:00:00.085359
2100	42	0	48	0.0	0.0	0.0	0.0	0	0:00:00.085165
2200	44	895719.0	44	0.42	0.561	0.344	0.285	1	0:17:29.478958
2300	46	0	40	0.0	0.0	0.0	0.0	0	0:00:00.093343
2400	48	0	69	0.0	0.0	0.0	0.0	0	0:00:00.088254
2500	50	0	47	0.0	0.0	0.0	0.0	0	0:00:00.086282
2600	52	0	329	0.0	0.0	0.0	0.0	0	0:00:00.085280
2700	54	0	57	0.0	0.0	0.0	0.0	0	0:00:00.085350
2800	56	1249988.0	56	2.04	1.83	2.04	2.04	1	0:17:18.354000
2900	58	0	114	0.0	0.0	0.0	0.0	0	0:00:00.093176
3000	60	0	62	0.0	0.0	0.0	0.0	0	0:00:00.092737
3100	62	0	61	0.0	0.0	0.0	0.0	0	0:00:00.088125
3200	64	1249495.0	64	1.65	1.63	1.65	1.66	1	0:17:18.115172
3300	66	0	42	0.0	0.0	0.0	0.0	0	0:00:00.093138
3400	68	0	111	0.0	0.0	0.0	0.0	0	0:00:00.088034
3500	70	1250000.0	70	2.19	1.85	2.19	2.2	1	0:17:18.305073
3600	72	1249564.0	72	1.67	1.64	1.67	1.68	1	0:17:18.674819
3700	74	0	78	0.0	0.0	0.0	0.0	0	0:00:00.093021
3800	76	769539.0	76	0.247	0.398	0.187	0.145	1	0:17:31.031302
3900	78	1233466.0	78	1.11	1.1	1.1	1.11	1	0:17:18.534672
4000	80	1250000.0	80	2.19	1.85	2.19	2.2	1	0:17:18.770206
4100	82	1249109.0	82	1.58	1.56	1.58	1.58	1	0:17:18.220788
4200	84	1201195.0	84	0.952	1.13	0.908	0.878	1	0:17:33.951291
4300	86	1085342.0	86	0.685	0.824	0.609	0.557	1	0:17:39.461064
4400	88	943080.0	88	0.481	0.621	0.397	0.342	1	0:17:29.962834
4500	90	1250000.0	90	2.19	1.85	2.19	2.2	1	0:17:17.211365
4600	92	1077464.0	92	0.674	0.812	0.594	0.542	1	0:17:31.993224
4700	94	1249976.0	94	1.99	1.82	1.99	1.99	1	0:17:18.321277
4800	96	1250000.0	96	2.19	1.85	2.19	2.2	1	0:17:18.752762
4900	98	998674.0	98	0.56	0.689	0.476	0.417	1	0:17:29.279301
5000	100	1250000.0	100	2.19	1.85	2.19	2.2	1	0:17:18.509945
5100	102	1249999.0	102	2.16	1.85	2.16	2.17	1	0:17:18.024318
5200	104	1013510.0	104	0.579	0.741	0.48	0.438	1	0:17:30.653209
5300	106	1237004.0	106	1.15	1.15	1.15	1.15	1	0:17:17.336812
5400	108	0	470	0.0	0.0	0.0	0.0	0	0:00:00.093253
5500	110	1249809.0	110	1.77	1.72	1.77	1.78	1	0:17:18.614639
5600	112	1188603.0	112	0.915	1.08	0.857	0.824	1	0:17:33.000129
5700	114	0	113	0.0	0.0	0.0	0.0	0	0:00:00.093325
5800	116	1249762.0	116	1.75	1.7	1.75	1.75	1	0:17:18.537709
5900	118	1207255.0	118	0.975	1.24	0.922	0.908	1	0:17:34.810994
6000	120	0	122	0.0	0.0	0.0	0.0	0	0:00:00.093264
6100	122	1249627.0	122	1.69	1.66	1.69	1.7	1	0:17:18.012320
6200	124	0	123	0.0	0.0	0.0	0.0	0	0:00:00.093204
6300	126	813254.0	126	0.306	0.461	0.238	0.192	1	0:17:30.384993
6400	128	1250000.0	128	2.19	1.85	2.19	2.2	1	0:17:18.280897
6500	130	1242958.0	130	1.26	1.26	1.26	1.26	1	0:17:18.631559
6600	132	1249999.0	132	2.16	1.85	2.16	2.17	1	0:17:17.984536
6700	134	0	132	0.0	0.0	0.0	0.0	0	0:00:00.093220
6800	136	1250000.0	136	2.19	1.85	2.19	2.2	1	0:17:18.803853
6900	138	1249918.0	138	1.87	1.77	1.87	1.87	1	0:17:19.065424
7000	140	1250000.0	140	2.19	1.85	2.19	2.2	1	0:17:18.932634
7100	142	0	135	0.0	0.0	0.0	0.0	0	0:00:00.093221
7200	144	620442.0	-1	0.0	0.0	0.0	0.0	0	0:17:08.252248
7300	146	285802.0	-1	0.0	0.0	0.0	0.0	0	0:17:08.817910
7400	148	1250000.0	148	2.19	1.85	2.19	2.2	1	0:17:18.443800
7500	150	0	360	0.0	0.0	0.0	0.0	0	0:00:00.093148
7600	152	1248790.0	152	1.54	1.52	1.54	1.54	1	0:17:17.895952
7700	154	0	259	0.0	0.0	0.0	0.0	0	0:00:00.093174
7800	156	1248510.0	156	1.51	1.49	1.51	1.51	1	0:17:18.816044
7900	158	1130276.0	158	0.766	0.925	0.691	0.651	1	0:17:32.698910
8000	160	1249130.0	160	1.58	1.56	1.58	1.58	1	0:17:18.617545
8100	162	1245222.0	162	1.33	1.32	1.33	1.33	1	0:17:18.492332
8200	164	0	217	0.0	0.0	0.0	0.0	0	0:00:00.093240
8300	166	1135604.0	166	0.791	0.945	0.7	0.663	1	0:17:32.654016
8400	168	0	739	0.0	0.0	0.0	0.0	0	0:00:02.275055
8500	170	0	172	0.0	0.0	0.0	0.0	0	0:00:00.096059
8600	172	953916.0	172	0.483	0.643	0.41	0.356	1	0:17:39.924552
8700	174	843342.0	174	0.353	0.494	0.279	0.225	1	0:17:34.991757
8800	176	1207024.0	176	0.979	1.24	0.92	0.907	1	0:17:38.123686
8900	178	1249938.0	178	1.9	1.79	1.9	1.9	1	0:17:22.517766
9000	180	0	243	0.0	0.0	0.0	0.0	0	0:00:00.093041
9100	182	0	760	0.0	0.0	0.0	0.0	0	0:00:00.091615
9200	184	0	189	0.0	0.0	0.0	0.0	0	0:00:00.087987
9300	186	0	192	0.0	0.0	0.0	0.0	0	0:00:00.085376
9400	188	1014741.0	188	0.585	0.752	0.478	0.44	1	0:17:34.151753
9500	190	1250000.0	190	2.19	1.85	2.19	2.2	1	0:17:21.795457
9600	192	0	199	0.0	0.0	0.0	0.0	0	0:00:00.093059
9700	194	0	649	0.0	0.0	0.0	0.0	0	0:00:00.093000
9800	196	0	199	0.0	0.0	0.0	0.0	0	0:00:00.088103
9900	198	924625.0	198	0.455	0.608	0.369	0.319	1	0:17:34.689852
10000	200	502023.0	-1	0.0	0.0	0.0	0.0	0	0:17:11.353352
10100	202	1171870.0	202	0.871	1.04	0.795	0.764	1	0:17:36.236721
10200	204	957643.0	204	0.496	0.677	0.399	0.361	1	0:17:35.283215
10300	206	1212542.0	206	0.975	1.27	0.95	0.937	1	0:17:32.467525
10400	208	531477.0	-1	0.0	0.0	0.0	0.0	0	0:17:11.581528
10500	210	1221996.0	210	1.03	1.52	1.0	0.999	1	0:17:13.448891
