idx	label	count	predict	radiusR	radius_L1	radius_L2	radius_cohen	correct	time
1	8	199817.0	8	0.0	0.363	0.366	0.366	1	0:00:28.578206
2	8	199774.0	8	0.0	0.356	0.359	0.359	1	0:00:28.635235
3	0	199519.0	0	0.0	0.331	0.333	0.333	1	0:00:28.598350
4	6	101684.0	6	0.0	0.00141	0.00177	0.00149	1	0:00:25.565165
5	6	199786.0	6	0.0	0.358	0.36	0.361	1	0:00:28.710025
6	1	199953.0	1	0.0	0.397	0.405	0.406	1	0:00:28.715230
7	6	0	2	0.0	0.0	0.0	0.0	0	0:00:00.021218
8	3	199606.0	3	0.0	0.338	0.34	0.34	1	0:00:28.683728
9	1	192116.0	1	0.0	0.306	0.211	0.209	1	0:00:25.537805
10	0	194149.0	0	0.0	0.322	0.226	0.225	1	0:00:25.203783
11	9	200000.0	9	0.0	0.436	0.475	0.478	1	0:00:28.806559
12	5	197295.0	5	0.0	0.262	0.262	0.263	1	0:00:28.756020
13	7	200000.0	7	0.0	0.436	0.475	0.478	1	0:00:28.770913
14	9	200000.0	9	0.0	0.436	0.475	0.478	1	0:00:28.787388
15	8	200000.0	8	0.0	0.436	0.475	0.478	1	0:00:28.778771
16	5	183581.0	5	0.0	0.252	0.169	0.165	1	0:00:25.776305
17	7	200000.0	7	0.0	0.436	0.475	0.478	1	0:00:28.786707
18	8	199853.0	8	0.0	0.369	0.372	0.373	1	0:00:28.765651
19	6	200000.0	6	0.0	0.436	0.475	0.478	1	0:00:28.774934
20	7	147438.0	7	0.0	0.163	0.0796	0.075	1	0:00:24.866796
21	0	0	2	0.0	0.0	0.0	0.0	0	0:00:00.021166
22	4	0	0	0.0	0.0	0.0	0.0	0	0:00:00.020650
23	9	200000.0	9	0.0	0.436	0.475	0.478	1	0:00:28.823906
24	5	0	4	0.0	0.0	0.0	0.0	0	0:00:00.021193
25	2	199991.0	2	0.0	0.422	0.441	0.442	1	0:00:28.797036
26	4	145923.0	4	0.0	0.143	0.0822	0.0723	1	0:00:24.521221
27	0	198883.0	0	0.0	0.3	0.3	0.301	1	0:00:28.920820
28	9	199997.0	9	0.0	0.43	0.457	0.459	1	0:00:28.774030
29	6	200000.0	6	0.0	0.436	0.475	0.478	1	0:00:28.752487
30	6	172746.0	6	0.0	0.208	0.137	0.13	1	0:00:24.895145
31	5	200000.0	5	0.0	0.436	0.475	0.478	1	0:00:28.959964
32	4	0	2	0.0	0.0	0.0	0.0	0	0:00:00.021133
33	5	66654.0	-1	0.0	0.0	0.0	0.0	0	0:00:18.356917
34	9	200000.0	9	0.0	0.436	0.475	0.478	1	0:00:29.458993
35	2	0	8	0.0	0.0	0.0	0.0	0	0:00:00.021260
36	4	198484.0	4	0.0	0.287	0.288	0.288	1	0:00:28.741785
37	1	0	9	0.0	0.0	0.0	0.0	0	0:00:00.021375
38	9	200000.0	9	0.0	0.436	0.475	0.478	1	0:00:28.701945
39	5	200000.0	5	0.0	0.436	0.475	0.478	1	0:00:28.689977
40	4	199938.0	4	0.0	0.391	0.398	0.398	1	0:00:28.681086
41	6	200000.0	6	0.0	0.436	0.475	0.478	1	0:00:28.673018
42	5	0	7	0.0	0.0	0.0	0.0	0	0:00:00.021093
43	6	200000.0	6	0.0	0.436	0.475	0.478	1	0:00:28.674198
44	0	200000.0	0	0.0	0.436	0.475	0.478	1	0:00:28.684344
45	9	200000.0	9	0.0	0.436	0.475	0.478	1	0:00:28.688708
46	3	198261.0	3	0.0	0.281	0.282	0.282	1	0:00:28.696325
47	9	182872.0	9	0.0	0.241	0.168	0.163	1	0:00:25.340901
48	7	199981.0	7	0.0	0.413	0.426	0.428	1	0:00:28.739645
49	6	199013.0	6	0.0	0.305	0.305	0.306	1	0:00:28.700830
50	9	200000.0	9	0.0	0.436	0.475	0.478	1	0:00:28.743723
51	8	199838.0	8	0.0	0.366	0.369	0.37	1	0:00:28.725021
52	0	0	2	0.0	0.0	0.0	0.0	0	0:00:00.021284
53	3	176931.0	3	0.0	0.226	0.147	0.142	1	0:00:25.215341
54	8	200000.0	8	0.0	0.436	0.475	0.478	1	0:00:28.751740
55	8	199963.0	8	0.0	0.402	0.411	0.412	1	0:00:28.745366
56	7	111105.0	7	0.0	0.0706	0.0175	0.0157	1	0:00:24.307951
57	7	72978.0	-1	0.0	0.0	0.0	0.0	0	0:00:18.328781
58	4	0	3	0.0	0.0	0.0	0.0	0	0:00:00.020645
59	6	0	4	0.0	0.0	0.0	0.0	0	0:00:00.020542
60	7	200000.0	7	0.0	0.436	0.475	0.478	1	0:00:29.273494
61	3	0	5	0.0	0.0	0.0	0.0	0	0:00:00.021271
62	6	199998.0	6	0.0	0.432	0.461	0.463	1	0:00:28.755284
63	3	0	9	0.0	0.0	0.0	0.0	0	0:00:00.021237
64	6	199634.0	6	0.0	0.341	0.342	0.343	1	0:00:28.717152
65	2	199932.0	2	0.0	0.389	0.395	0.396	1	0:00:28.699923
66	1	199998.0	1	0.0	0.432	0.461	0.463	1	0:00:28.674813
67	2	199387.0	2	0.0	0.323	0.324	0.324	1	0:00:28.677348
68	3	179049.0	3	0.0	0.233	0.154	0.149	1	0:00:25.286289
69	7	197166.0	7	0.0	0.26	0.26	0.26	1	0:00:28.691642
70	2	0	4	0.0	0.0	0.0	0.0	0	0:00:00.021174
71	6	199241.0	6	0.0	0.315	0.316	0.316	1	0:00:28.654441
72	8	199874.0	8	0.0	0.373	0.377	0.378	1	0:00:28.707708
73	8	200000.0	8	0.0	0.436	0.475	0.478	1	0:00:28.685218
74	0	199476.0	0	0.0	0.328	0.33	0.33	1	0:00:28.668890
75	2	199998.0	2	0.0	0.432	0.461	0.463	1	0:00:28.707622
76	9	124258.0	9	0.0	0.106	0.0404	0.036	1	0:00:24.139109
77	3	142887.0	3	0.0	0.144	0.0734	0.0669	1	0:00:24.605947
78	3	199010.0	3	0.0	0.304	0.305	0.305	1	0:00:28.753870
79	8	200000.0	8	0.0	0.436	0.475	0.478	1	0:00:28.741576
80	8	200000.0	8	0.0	0.436	0.475	0.478	1	0:00:28.752044
81	1	195228.0	1	0.0	0.235	0.235	0.235	1	0:00:28.713598
82	1	200000.0	1	0.0	0.436	0.475	0.478	1	0:00:28.749270
83	7	199981.0	7	0.0	0.413	0.426	0.428	1	0:00:28.756509
84	2	197891.0	2	0.0	0.273	0.274	0.274	1	0:00:28.752808
85	5	0	7	0.0	0.0	0.0	0.0	0	0:00:00.021174
86	2	188822.0	2	0.0	0.254	0.196	0.189	1	0:00:25.008792
87	7	175227.0	7	0.0	0.227	0.141	0.137	1	0:00:25.311203
88	8	200000.0	8	0.0	0.436	0.475	0.478	1	0:00:28.971057
89	9	200000.0	9	0.0	0.436	0.475	0.478	1	0:00:28.938571
90	0	194053.0	0	0.0	0.345	0.224	0.224	1	0:00:20.190033
91	3	0	6	0.0	0.0	0.0	0.0	0	0:00:00.020829
92	8	199999.0	8	0.0	0.434	0.467	0.469	1	0:00:29.210253
93	6	199999.0	6	0.0	0.434	0.467	0.469	1	0:00:28.757566
94	4	195353.0	4	0.0	0.331	0.238	0.237	1	0:00:19.876000
95	6	167658.0	6	0.0	0.205	0.122	0.117	1	0:00:24.895427
96	6	199025.0	6	0.0	0.305	0.306	0.306	1	0:00:28.745868
97	0	199200.0	0	0.0	0.313	0.314	0.314	1	0:00:28.682343
98	0	200000.0	0	0.0	0.436	0.475	0.478	1	0:00:28.736088
99	7	199993.0	7	0.0	0.424	0.445	0.447	1	0:00:28.737123
100	4	172116.0	4	0.0	0.207	0.135	0.129	1	0:00:24.871011
101	5	198462.0	5	0.0	0.287	0.287	0.287	1	0:00:28.858606
102	6	199999.0	6	0.0	0.434	0.467	0.469	1	0:00:28.779259
103	3	199938.0	3	0.0	0.391	0.398	0.398	1	0:00:28.766146
104	1	200000.0	1	0.0	0.436	0.475	0.478	1	0:00:28.776916
105	1	200000.0	1	0.0	0.436	0.475	0.478	1	0:00:28.748095
106	3	192156.0	3	0.0	0.264	0.217	0.209	1	0:00:25.230116
107	6	199939.0	6	0.0	0.391	0.398	0.399	1	0:00:28.792322
108	8	199516.0	8	0.0	0.331	0.332	0.333	1	0:00:28.767076
109	7	200000.0	7	0.0	0.436	0.475	0.478	1	0:00:28.836013
110	4	186498.0	4	0.0	0.232	0.189	0.178	1	0:00:24.726560
111	0	200000.0	0	0.0	0.436	0.475	0.478	1	0:00:29.047110
112	6	181627.0	6	0.0	0.248	0.162	0.158	1	0:00:25.692029
113	2	199918.0	2	0.0	0.384	0.39	0.39	1	0:00:28.959160
114	1	199758.0	1	0.0	0.354	0.356	0.357	1	0:00:28.885426
115	3	199801.0	3	0.0	0.36	0.363	0.363	1	0:00:28.924594
116	0	200000.0	0	0.0	0.436	0.475	0.478	1	0:00:28.943064
117	4	199840.0	4	0.0	0.366	0.37	0.37	1	0:00:28.940129
118	2	0	3	0.0	0.0	0.0	0.0	0	0:00:00.021415
119	7	108276.0	7	0.0	0.0548	0.0135	0.0114	1	0:00:24.558661
120	8	198628.0	8	0.0	0.291	0.292	0.292	1	0:00:29.193491
121	3	95339.0	-1	0.0	0.0	0.0	0.0	0	0:00:18.443722
122	1	200000.0	1	0.0	0.436	0.475	0.478	1	0:00:29.625439
